water_system.PWSID,water_system.PWS_NAME,water_system.NPM_CANDIDATE,water_system.PRIMACY_AGENCY_CODE,water_system.EPA_REGION,water_system.SEASON_BEGIN_DATE,water_system.SEASON_END_DATE,water_system.PWS_ACTIVITY_CODE,water_system.PWS_DEACTIVATION_DATE,water_system.PWS_TYPE_CODE,water_system.DBPR_SCHEDULE_CAT_CODE,water_system.CDS_ID,water_system.GW_SW_CODE,water_system.LT2_SCHEDULE_CAT_CODE,water_system.OWNER_TYPE_CODE,water_system.POPULATION_SERVED_COUNT,water_system.POP_CAT_2_CODE,water_system.POP_CAT_3_CODE,water_system.POP_CAT_4_CODE,water_system.POP_CAT_5_CODE,water_system.POP_CAT_11_CODE,water_system.PRIMACY_TYPE,water_system.PRIMARY_SOURCE_CODE,water_system.IS_GRANT_ELIGIBLE_IND,water_system.IS_WHOLESALER_IND,water_system.IS_SCHOOL_OR_DAYCARE_IND,water_system.SERVICE_CONNECTIONS_COUNT,water_system.SUBMISSION_STATUS_CODE,water_system.ORG_NAME,water_system.ADMIN_NAME,water_system.EMAIL_ADDR,water_system.PHONE_NUMBER,water_system.PHONE_EXT_NUMBER,water_system.FAX_NUMBER,water_system.ALT_PHONE_NUMBER,water_system.ADDRESS_LINE1,water_system.ADDRESS_LINE2,water_system.CITY_NAME,water_system.ZIP_CODE,water_system.COUNTRY_CODE,water_system.STATE_CODE,water_system.SOURCE_WATER_PROTECTION_CODE,water_system.SOURCE_PROTECTION_BEGIN_DATE,water_system.OUTSTANDING_PERFORMER,water_system.OUTSTANDING_PERFORM_BEGIN_DATE,water_system.CITIES_SERVED,water_system.COUNTIES_SERVED,
"NH0862020","PINE LANDING CONDOS","Y","NH","01","","","A","","CWS","","","GW","","P","50","1","1","1","1","1","State","GW","Y","N","N","20","Y","","ANDREW DRUMMOND","","","","","","C/O PINE LANDING UT OWNERS","PO BOX 100","FREEDOM","03836","US","NH","","","","","FREEDOM","Carroll"
"NH0862030","FREEDOM VILLAGE CONDOS","Y","NH","01","","","A","","CWS","","","GW","","P","165","1","1","1","1","2","State","GW","Y","N","N","66","Y","NORTH POINT PROPERTY MANAGEMENT LLC","TIMOTHY AREL","","","","","","55 LAKE ST  4TH FL  STE 5","","NASHUA","03060","US","NH","","","","","FREEDOM","Carroll"
"NH0152090","PEPPERIDGE WOODS","Y","NH","01","","","A","","CWS","","","GW","","P","113","1","1","1","1","2","State","GW","Y","N","N","45","Y","PEPPERIDGE WOODS COOP","JEFFREY HOFFMAN","","","","","","29 PHEASANT LN","","BARRINGTON","03825","US","NH","","","","","BARRINGTON","Strafford"
"NH0612210","OLD COACH VILLAGE","Y","NH","01","","","A","","CWS","","","GW","","P","50","1","1","1","1","1","State","GW","Y","N","N","20","Y","","DONNA SALVIATI","","","","","","7 CLYDE RD","","DERRY","03038","US","NH","","","","","DERRY","Rockingham"
"NH0612220","AUTUMN WOODS","Y","NH","01","","","A","","CWS","","","GW","","L","73","1","1","1","1","1","State","GW","Y","N","N","29","Y","TOWN OF DERRY","THOMAS CARRIER","","","","","","DEPARTMENT OF PUBLIC WORKS","14 MANNING ST","DERRY","03038","US","NH","","","","","DERRY","Rockingham"
"NH0612230","RAND SHEPARD HILL","Y","NH","01","","","A","","CWS","","","GW","","L","158","1","1","1","1","2","State","GW","Y","N","N","63","Y","TOWN OF DERRY","THOMAS CARRIER","","","","","","DEPARTMENT OF PUBLIC WORKS","14 MANNING ST","DERRY","03038","US","NH","","","","","DERRY","Rockingham"
"NH0612240","WILLOW BEND","Y","NH","01","","","A","","CWS","","","GW","","L","57","1","1","1","1","1","State","GW","Y","N","N","23","Y","TOWN OF DERRY","DAVID CARON","","","","","","14 MANNING ST","","DERRY","03038","US","NH","","","","","DERRY","Rockingham"
"NH0613010","ANNIE OAKLEY MHP","Y","NH","01","","","A","","CWS","","","GW","","P","127","1","1","1","1","2","State","GW","Y","N","N","51","Y","","MARTIN TAYLOR","","","","","","C/O DIANE SHIKRALLAH","PO BOX 4243","WINDHAM","03087","US","NH","","","","","DERRY","Rockingham"
"NH0615020","CALVARY BIBLE CHURCH","Y","NH","01","01-01","12-31","A","","TNCWS","","","GW","","P","200","1","1","1","1","2","State","GW","Y","N","N","1","Y","CALVARY BIBLE CHURCH","RONALD POITRAS","","","","","","145 HAMPSTEAD RD","","DERRY","03038","US","NH","","","","","DERRY","Rockingham"
"NH0615070","OVER THE RAINBOW PRESCH","Y","NH","01","09-01","06-30","A","","NTNCWS","","","GW","","P","78","1","1","1","1","1","State","GW","Y","N","Y","1","Y","OVER THE RAINBOW PRESCH","CORRIE CATALFIMO LEGER","","","","","","223 ROCKINGHAM RD","","DERRY","03038","US","NH","","","","","DERRY","Rockingham"
"NH0616040","BROOKSTONE PARK/EAST","Y","NH","01","01-01","12-31","A","","NTNCWS","","","GW","","P","143","1","1","1","1","2","State","GW","Y","N","N","2","Y","JERIC REALTY TRUST","ERIC BROOKS","","","","","","BROOKS PROPERTIES LLC","9 RED ROOF LN","SALEM","03079","US","NH","","","","","DERRY","Rockingham"
"NH0617030","HIDDEN VALLEY CAMPGROUND","Y","NH","01","05-01","10-31","A","","TNCWS","","","GW","","P","125","1","1","1","1","2","State","GW","Y","N","N","300","Y","","DREW SIMONSON","","","","","","81 DAMREN RD","","DERRY","03038","US","NH","","","","","DERRY","Rockingham"
"NH0978020","DELAYS HARVESTER MARKET","Y","NH","01","01-01","12-31","A","","TNCWS","","","GW","","P","150","1","1","1","1","2","State","GW","Y","N","N","1","Y","783 FOREST ROAD PROPERTIES LLC","PETER DAVENPORT","","","","","","783 FORREST RD","","GREENFIELD","03047","US","NH","","","","","GREENFIELD","Hillsborough"
"NH0987050","BREAKFAST HILL GOLF CLUB","Y","NH","01","01-01","12-31","A","","TNCWS","","","GW","","P","100","1","1","1","1","1","State","GW","Y","N","N","2","Y","BREAKFAST HILL GOLF CLUB LLC","STEPHEN SEWALL","","","","","","339 BREAKFAST HILL RD","","GREENLAND","03848","US","NH","","","","","GREENLAND","Rockingham"
"NH0989010","UNITED METHODIST CHURCH","Y","NH","01","01-01","12-31","A","","TNCWS","","","GW","","P","100","1","1","1","1","1","State","GW","Y","N","N","1","Y","GREENLAND UNITED METHODIST CHURCH","SANG SHIN HAN","","","","","","87 GREAT BAY RD","","GREENLAND","03840","US","NH","","","","","GREENLAND","Rockingham"
"NH0993020","GREENVILLE EST VILLAGE DIST","Y","NH","01","","","A","","CWS","","","SW","","P","472","1","1","1","1","2","State","SWP","Y","N","N","189","Y","GREENVILLE ESTATES VILL DIST","LAURA LUOMA","","","","","","41 OLD ASHBY RD","","GREENVILLE","03048","US","NH","","","","","GREENVILLE","Hillsborough"
"NH0993030","FROST TRAILER PARK","Y","NH","01","","","A","","CWS","","","GW","","P","73","1","1","1","1","1","State","GW","Y","N","N","30","Y","FROST TRAILER PARK PARTNERSHIP","MARCELLS FROST JR","","","","","","PO BOX 546","","GREENVILLE","03048","US","NH","","","","","GREENVILLE","Hillsborough"
"NH0618050","NEW LEIS GARDEN","Y","NH","01","01-01","12-31","A","","TNCWS","","","GW","","P","40","1","1","1","1","1","State","GW","Y","N","N","1","Y","CHANG YU PROPERTIES LLC","ELAINE LEI","","","","","","97 ROCKINGHAM RD","","LONDONDERRY","03053","US","NH","","","","","DERRY","Rockingham"
"NH0618090","BIRCH WOOD VINEYARDS","Y","NH","01","01-01","12-31","A","","TNCWS","","","GW","","P","400","1","1","1","1","2","State","GW","Y","N","N","1","Y","LYNX REALTY LLC","SALLIE NIJHOF","","","","","","199 ROCKINGHAM RD","","DERRY","03038","US","NH","","","","","DERRY","Rockingham"
"NH0618120","DUNKIN DONUTS","Y","NH","01","01-01","12-31","A","","TNCWS","","","GW","","P","700","1","1","1","2","3","State","GW","Y","N","N","1","Y","DERRY ROCK REALTY LLC","PAUL BUNKER","","","","","","3 PLUFF AVE","","NORTH READING","01864","US","MA","","","","","DERRY","Rockingham"
"NH0618130","PETES SCOOP","Y","NH","01","05-01","09-30","A","","TNCWS","","","GW","","P","100","1","1","1","1","1","State","GW","Y","N","N","1","Y","","JULIE KERSHAW","","","","","","185 ROCKINGHAM RD","","DERRY","03038","US","NH","","","","","DERRY","Rockingham"
"NH0015010","ACWORTH PRIMARY SCH","Y","NH","01","09-01","06-30","A","","NTNCWS","","","GW","","L","32","1","1","1","1","1","State","GW","Y","N","Y","1","Y","SAU 60","LORI LANDRY","","","","","","FALL MOUNTAIN REGL SCHL DIST","PO BOX 720","LANGDON","03602","US","NH","","","","","ACWORTH","Sullivan"
"NH0023010","PIPER MEADOWS PRIVATE COMMUNTY","Y","NH","01","","","A","","CWS","","","GW","","P","125","1","1","1","1","2","State","GW","Y","N","N","50","Y","I & S ALBANY REALTY LLC","STEVEN PARKER","","","","","","17 CROTO LN","","ALBANY","03818","US","NH","","","","","ALBANY","Carroll"
"NH0025010","WHITE MOUNTAIN WALDORF SCH","Y","NH","01","09-01","06-30","A","","NTNCWS","","","GW","","P","110","1","1","1","1","2","State","GW","Y","N","Y","6","Y","WHITE MOUNTAIN WALDORF SCH","KIM THOMAS","","","","","","PO BOX 1069","","CONWAY","03818","US","NH","","","","","ALBANY","Carroll"
"NH0027020","BLACKBERRY CROSSING CAMPGROUND","Y","NH","01","05-01","10-31","A","","TNCWS","","","GW","","F","65","1","1","1","1","1","State","GW","Y","N","N","1","Y","PRO SPORT INC","KENT TOWER","","","","","","105 FLETCHER FARM RD","","ALEXANDRIA","03222","US","NH","","","","","ALBANY","Carroll"
"NH0027040","COVERED BRIDGE CAMPGROUND 5","Y","NH","01","05-01","10-31","A","","TNCWS","","","GW","","F","40","1","1","1","1","1","State","GW","Y","N","N","1","Y","PRO SPORT INC","KENT TOWER","","","","","","105 FLETCHER FARM RD","","ALEXANDRIA","03222","US","NH","","","","","ALBANY","Carroll"
"NH1402010","FLINTLOCK APTS","Y","NH","01","","","A","","CWS","","","GW","","P","30","1","1","1","1","1","State","GW","Y","N","N","12","Y","FLINTLOCK APARTMENTS LLC","JOHN KYRIAZIS","","","","","","55 NELSON ST 2ND FL","","MANCHESTER","03103","US","NH","","","","","LOUDON","Merrimack"
"NH1612260","CROSSWINDS","Y","NH","01","","","A","","CWS","","","GW","","P","73","1","1","1","1","1","State","GW","Y","N","N","29","Y","CROSSWINDS ON WINNIPESAUKEE ASSN","GRAYLAND COUSINS","","","","","","PO BOX 1107","","CENTER HARBOR","03226","US","NH","","","","","MOULTONBOROUGH","Carroll"
"NH1612270","STANYAN ROAD","Y","NH","01","","","A","","CWS","","","GW","","P","113","1","1","1","1","2","State","GW","Y","N","N","45","Y","LRW WATER SERVICE INC","THOMAS MASON JR","","","","","","PO BOX 309","","MOULTONBOROUGH","03254","US","NH","","","","","MOULTONBOROUGH","Carroll"
"NH1615030","A CHILDS PLACE","Y","NH","01","01-01","12-31","A","","NTNCWS","","","GW","","P","59","1","1","1","1","1","State","GW","Y","N","Y","1","Y","MOULTONBOROUGH CHILDS PLACE LLC","ELIZABETH MORIN","","","","","","81 DRIFTWOOD DR","","MOULTONBOROUGH","03254","US","NH","","","","","MOULTONBOROUGH","Carroll"
"NH1616010","HARBOR PINES ON LAKE SHORE DR","Y","NH","01","01-01","12-31","A","","NTNCWS","","","GW","","P","58","1","1","1","1","1","State","GW","Y","N","N","12","Y","HARBOR PINES ON LAKE SHORE DRIVE ASSN","NEIL COWAN","","","","","","PO BOX 1421","","CENTER HARBOR","03226","US","NH","","","","","MOULTONBOROUGH","Carroll"
"NH0153010","GREEN HILLS MHP","Y","NH","01","","","A","","CWS","","","GW","","P","50","1","1","1","1","1","State","GW","Y","N","N","20","Y","GREEN HILL MOBILE HOME PARK LLC","WAYNE BRULOTTE","","","","","","66 CATE RD","","BARRINGTON","03825","US","NH","","","","","BARRINGTON","Strafford"
"NH0153020","HALCYON HILL","Y","NH","01","","","A","","CWS","","","GW","","P","58","1","1","1","1","1","State","GW","Y","N","N","24","Y","GRIGGS ENTERPRISES","STACIE REVITSKY","","","","","","PO BOX 1019","","EPSOM","03234","US","NH","","","","","BARRINGTON","Strafford"
"NH0153030","BARRINGTON OAKS","Y","NH","01","","","A","","CWS","","","GW","","P","123","1","1","1","1","2","State","GW","Y","N","N","49","Y","","SUZANNE SMITH","","","","","","26 GOLDFINCH RD","","BARRINGTON","03825","US","NH","","","","","BARRINGTON","Strafford"
"NH0153050","BARRINGTON MOBILE HOME ESTATES","Y","NH","01","","","A","","CWS","","","GW","","P","198","1","1","1","1","2","State","GW","Y","N","N","79","Y","TOYS MANUFACTURED HOUSING INC","DONALD TOY","","","","","","19 CALEF HWY","","LEE","03861","US","NH","","","","","BARRINGTON","Strafford"
"NH0153060","EMERALD ACRES","Y","NH","01","","","A","","CWS","","","GW","","P","250","1","1","1","1","2","State","GW","Y","N","N","100","Y","EMERALD ACRES","BRIAN DILLARD","","","","","","104 EMERALD DR","","BARRINGTON","03825","US","NH","","","","","BARRINGTON","Strafford"
"NH0155060","FIRST CONGREGATIONAL CHURCH","Y","NH","01","01-01","12-31","A","","TNCWS","","","GW","","P","25","1","1","1","1","1","State","GW","Y","N","N","2","Y","FIRST CONGREGATIONAL CHURCH","DENNIS KOST","","","","","","581 HALL RD","","BARRINGTON","03825","US","NH","","","","","BARRINGTON","Strafford"
"NH0155100","BARRINGTON VLG ENRICHMENT CTR","Y","NH","01","01-01","12-31","A","","NTNCWS","","","GW","","P","58","1","1","1","1","1","State","GW","Y","N","Y","1","Y","BVS CHILD AND FAMILY CARE LLC","DONNA MASSUCCI","","","","","","45 COMMERCE WAY","","BARRINGTON","03825","US","NH","","","","","BARRINGTON","Strafford"
"NH0156020","COMPUTER RESOURCES","Y","NH","01","01-01","12-31","A","","NTNCWS","","","GW","","P","27","1","1","1","1","1","State","GW","Y","N","N","1","Y","COMPUTER RESOURCES LLC","MICHAEL BRONDER","","","","","","PO BOX 60","","BARRINGTON","03825","US","NH","","","","","BARRINGTON","Strafford"
"NH0156030","ASSOCIATED BUYERS","Y","NH","01","01-01","12-31","A","","NTNCWS","","","GW","","P","84","1","1","1","1","1","State","GW","Y","N","N","1","Y","","KARTA OWENS","","","","","","PO BOX 399","","BARRINGTON","03825","US","NH","","","","","BARRINGTON","Strafford"
"NH0156040","TURBOCAM/PHASE I","Y","NH","01","01-01","12-31","A","","NTNCWS","","","GW","","P","375","1","1","1","1","2","State","GW","Y","N","N","1","Y","TURBOCAM INT","GERARD LEARY","","","","","","607 CALEF HWY","","BARRINGTON","03825","US","NH","","","","","BARRINGTON","Strafford"
"NH0156060","MIDPOINT PROPERTIES","Y","NH","01","01-01","12-31","A","","NTNCWS","","","GW","","P","25","1","1","1","1","1","State","GW","Y","N","N","2","Y","MIDPOINT PROPERTIES LLC","KURT BERTRAM","","","","","","219 OLD CONCORD TPKE","","BARRRINGTON","03825","US","NH","","","","","BARRINGTON","Strafford"
"NH1007020","BUCK N HORSE CAMPGROUND","Y","NH","01","05-01","10-31","A","","TNCWS","","","GW","","P","145","1","1","1","1","2","State","GW","Y","N","N","1","Y","BUCK N HORSE CAMPGROUND LLC","DAVID LEONE","","","","","","PO BOX 235","","RUMNEY","03266","US","NH","","","","","GROTON","Grafton"
"NH1032070","COACH RUN CONDOS","Y","NH","01","","","A","","CWS","","","GW","","P","60","1","1","1","1","1","State","GW","Y","N","N","24","Y","EJG PROPERTY MANAGEMENT","MARCIE KABACHIS","","","","","","PO BOX 639","","DERRY","03038","US","NH","","","","","HAMPSTEAD","Rockingham"
"NH1032090","GLENWOOD NORTH","Y","NH","01","","","A","","CWS","","","GW","","P","50","1","1","1","1","1","State","GW","Y","N","N","20","Y","GRANITE STATE ANALYTICAL","CORBIN KENNEDY","","","","","","22 MANCHESTER RD UT 2","","DERRY","03038","US","NH","","","","","HAMPSTEAD","Rockingham"
"NH1722020","SLOPE N SHORE CLUB","Y","NH","01","","","A","","CWS","","","GW","","P","180","1","1","1","1","2","State","GW","Y","N","N","73","Y","SLOPE N SHORE CLUB INC","MALCOLM WAIN","","","","","","PO BOX 195","","NEW LONDON","03257","US","NH","","","","","NEW LONDON","Merrimack"
"NH1727060","LAKE SUNAPEE COUNTRY CLUB","Y","NH","01","01-01","12-31","A","","TNCWS","","","GW","","P","125","1","1","1","1","2","State","GW","Y","N","N","3","Y","FAIRWAY MOTEL","LISA BELL","","","","","","PO BOX 2460","","NEW LONDON","03257","US","NH","","","","","NEW LONDON","Merrimack"
"NH1727090","MTNSIDE RACQUET AND FITNES CTR","Y","NH","01","01-01","12-31","A","","TNCWS","","","GW","","P","50","1","1","1","1","1","State","GW","Y","N","N","1","Y","JOSLIN TENNIS REAL ESTATE LLC","LAURA KING","","","","","","31 KING HILL RD","","NEW LONDON","03257","US","NH","","","","","SUTTON","Merrimack"
"NH1731010","NEWMARKET WATER WORKS","Y","NH","01","","","A","","CWS","","","GW","","L","5030","1","2","1","3","5","State","GW","Y","N","N","1951","Y","TOWN OF NEWMARKET","STEVE FOURNIER","","","","","","186 MAIN ST","","NEWMARKET","03857","US","NH","","","","","NEWMARKET","Rockingham"
"NH1732010","MOODY POINT","Y","NH","01","","","A","","CWS","","","GW","","P","233","1","1","1","1","2","State","GW","Y","N","N","93","Y","TRUE NORTH PROPERTY MANAGEMENT","TED ALEX","","","","","","135 LAFAYETTE RD BLDG 10","","NORTH HAMPTON","03862","US","NH","","","","","NEWMARKET","Rockingham"
"NH1741010","NEWPORT WATER WORKS","Y","NH","01","","","A","","CWS","","","SW","","L","5000","1","2","1","3","5","State","SW","Y","N","N","1597","Y","TOWN OF NEWPORT","HUNTER RIESEBERG","","","","","","15 SUNAPEE ST","","NEWPORT","03773","US","NH","","","","","NEWPORT","Sullivan"
"NH1742010","CARY AND ALLEN ST DEV","Y","NH","01","","","A","","CWS","","","GW","","P","43","1","1","1","1","1","State","GW","Y","N","N","17","Y","PINNACLE WATER RESOURCES LLC","BENJAMIN JOHN KINIRY","","","","","","9 VAN GER DR","","BOW","03304","US","NH","","","","","NEWPORT","Sullivan"
"NH1746020","LATVA MACHINE","Y","NH","01","01-01","12-31","A","","NTNCWS","","","GW","","P","45","1","1","1","1","1","State","GW","Y","N","N","1","Y","LATVA MACHINE INC","KEVIN CHEEVER","","","","","","734 JOHN STARK HWY","","NEWPORT","03773","US","NH","","","","","NEWPORT","Sullivan"
